,IATA,ICAO,Airline,Call sign,Country,Comments
421,,ALB,Aero Albatros,ALBATROS,Mexico,
422,,ALD,Albion Aviation,ALBION,United Kingdom,
423,,ALE,Aeroalas Colombia,AEROALAS,Colombia,defunct
424,,ALF,Allied Command Europe (Mobile Force),ACEFORCE,Belgium,
425,,BTS,Aerotaxis Albatros,AEROLINEAS ALBATROS,Mexico,
426,,FYS,American Flyers,AMERICAN FLYERS,United States,
427,,DFA,Aero Coach Aviation,AERO COACH,United States,
428,EV,ASQ,Atlantic Southeast Airlines,ACEY,United States,Merged into ExpressJet Airlines
429,,BVR,ACM Air Charter,BAVARIAN,Germany,
430,,ALG,Air Logistics,AIRLOG,United States,
431,,ALL,Aerovallarta,VALLARTA,Mexico,
432,HP,AWE,America West Airlines,CACTUS,United States,Merged with US Airways
433,,TNO,Aerotransporte de Carga Union,AEROUNION,Mexico,
434,,TND,Aero Taxis Cessna,TAXIS CESSNA,Mexico,
435,,TMP,Arizona Express Airlines,TEMPE,United States,
436,,ALO,Allegheny Commuter Airlines,ALLEGHENY,United States,US Airways Express
437,,ALP,Allpoints Jet,ALLPOINTS,China,
438,,ALP,Alpliner AG,ALPINER,Switzerland,Code now allocated to another user
439,,ALQ,Altair Aviation (1986),ALTAIR,Canada,
440,VH,ALV,Aeropostal Alas de Venezuela,AEROPOSTAL,Venezuela,
441,,ALW,"Alas Nacionales, S.A.",ALNACIONAL,Dominican Republic,
442,,ALY,Alyeska Air Service,ALYESKA,United States,
443,,ALZ,Alta Flights (Charters) Ltd., ,Canada,
444,,AMA,ATMA,ADIK,Kazakhstan,
445,,AMD,Aerolíneas Medellín,AEROLINEAS MEDELLIN,Colombia,defunct
446,,AMF,Ameriflight,AMFLIGHT,United States,
447,,AMH,Alan Mann Helicopters Ltd.,MANN,United Kingdom,ICAO code no longer allocated
448,,AMJ,Aviation Amos,AVIATION AMOS,Canada,
449,,AMK,Amerer Air,AMER AIR,Austria,
450,,AMM,Aeroputul International Marculesti,AEROM,Moldova,
451,,AMP,Aero Transporte S.A. (ATSA),ATSA,Peru,
452,,AMQ,Aeromedicare Ltd.,LIFELINE,United Kingdom,No longer current
453,,AMQ,Aircraft Management and Consulting,AMEX,Poland,
454,TZ,AMT,ATA Airlines,AMTRAN,United States,defunct
455,,AMV,AMC Airlines,,Egypt,Aircraft Maintenance Company
456,AM,AMX,Aeroméxico,AEROMEXICO,Mexico,
457,,AMZ,Amiya Airline,AMIYA AIR,Nigeria,
458,,ANC,Anglo Cargo,ANGLO,United Kingdom,"Defunct, ICAO code no longer allocated"
459,,BRP,AeroBratsk,AEROBRA,Russia,
460,,ANH,Alajnihah for Air Transport,ALAJNIHAH,Libya,
461,,ANM,Aerotransportacion de Norteamerica,NORAM,Mexico,
462,,ANM,"Antares Airtransport, Maintenance & Service GmbH",ANTARES,Germany,ICAO Code now allocated to an other user
463,TL,ANO,Airnorth,TOPEND,Australia,
464,,ANQ,Aerolínea de Antioquia,ANTIOQUIA,Colombia,
465,OY,ANS,Andes Líneas Aéreas,AEROANDES,Argentina,
466,IW,AOM,AOM French Airlines,French Lines,France,defunct
467,,ANW,"Aviación Del Noroeste, S.A. de C.V.",AVINOR,Mexico,defunct
468,,SAP,Avia Jaynar,TOBOL,Kazakhstan,
469,,EMS,Aero Servicios Empresariales,SERVIEMPRESARIAL,Mexico,
470,,AOA,"Alcon Servicios Aéreos, S.A. de C.V.",ALCON,Mexico,
471,J6,AOC,AVCOM,AERO AVCOM,Russia,
472,,AOD,Aero Vodochody,AERO CZECH,Czech Republic,
473,,AOF,Atair Pty Ltd.,ATAIR,South Africa,
474,2D,AOG,Aero VIP,AVIP,Argentina,defunct
475,,MUN,Aeromundo Ejecutivo,AEROMUNDO,Mexico,
476,,MUR,Aerolínea Muri,MURI,Mexico,
477,,AOI,"Astoria, Inc.",ASTORIA,Canada,defunct
478,,NRO,Aero Rent JSC,AEROMASTER,Russia,defunct
479,,NRP,Aeronord-Grup,AERONORD,Moldova,
480,,AOK,Aeroatlantico Colombia,,Colombia,defunct
481,,AOL,Angkor Airlines,ANGKOR AIR,Cambodia,defunct
482,,AON,Aero Entreprise,AERO ENTERPRISE,France,
483,,AOO,"As, Opened Joint Stock Company",COMPANY AS,Ukraine,
484,,AOP,Aeropiloto,AEROPILOTO,Portugal,
485,VB,VIV,Aeroenlaces Nacionales,AEROENLACES,Mexico,Former ICAO code: AEN
486,,VIZ,Aerovis Airlines,AEROVIZ,Ukraine,
487,,VJE,AvJet Routing,,United Arab Emirates,
488,,VGF,Aerovista Gulf Express,VISTA GULF,United Arab Emirates,
489,,VER,Almaver,ALMAVER,Mexico,
490,,AOR,Afro International Ent. Limited,INTER-AFRO,Nigeria,
491,,SMX,Alitalia Express,ALIEXPRESS,Italy,
492,OE,AOT,Asia Overnight Express,ASIA OVERNIGHT,Philippines,
493,,AOV,Aero Vision,AEROVISION,France,
494,,AOX,Aerotaxi Del Valle,AEROVALLE,Colombia,
495,,APC,"Airpac Airlines, Inc.",AIRPAC,United States,
496,,SVM,Aeroservicios Monterrey,SERVIMONTE,Mexico,
497,,APF,Amapola Flyg AB,AMAPOLA,Sweden,
498,,APH,"Alpha Aviation, Inc.",AIRFLIGHT,United States,
499,,API,"ASA Pesada, Lda.",ASA PESADA,Angola,
500,,APJ,"Air Print, S.A.",AIR PRINT,Luxembourg,
501,,PET,Aerotransporte Petrolero,AEROPETRO,Colombia,
502,GV,ARF,Aero Flight,Aero Fox,Germany,defunct
503,,BJT,ACM Aviation,BAY JET,United States,
504,,BKL,Aircompany Barcol,BARCOL,Russia,
505,,BLA,All Charter Limited,ALL CHARTER,United Kingdom,ICAO code no longer allocated
506,,APL,"Appalachian Flying Service, Inc.",APPALACHIAN,United States,
507,,APM,"Airpac, Inc.",ALASKA PACIFIC,United States,
508,,APO,Aeropro,AEROPRO,Canada,defunct
509,,APP,"Aerolíneas Pacífico Atlántico, S.A. (Apair)",AEROPERLAS,Panama,
510,,APQ,Aspen Aviation,ASPEN BASE,United States,
511,,APU,"Aeropuma, S.A.",AEROPUMA,El Salvador,
512,JW,APW,Arrow Air,BIG A,United States,defunct
513,,APX,Apex Air Cargo,PARCEL EXPRESS,United States,
514,,APY,APA Internacional,APA INTERNACIONAL,Dominican Republic,
515,,AQA,"Aeroatlas, S.A.",ATCO,Colombia,
516,,AQL,Aquila Air Ltd.,AQUILA,Canada,
517,,AQO,Aluminum Company Of America,ALCOA SHUTTLE,United States,Alcoa Aircraft Operations
518,,AQT,"Aviones de Renta de Quintana Roo, S.A. de C.V.",AVIOQUINTANA,Mexico,
519,,AQU,AirQuarius Aviation,QUARIUS,South Africa,defunct
520,,AQZ,Aerodyne Charter Company,QUANZA,United States,
521,,ARA,Arik Air,ARIK AIR,Nigeria,
522,,ARB,Avia Air N.V.,AVIAIR,Aruba,
523,2B,ARD,Aerocondor,AEROCONDOR,Portugal,defunct
524,4C,ARE,"Aires, Aerovías de Integración Regional, S.A.",AIRES,Colombia,renamed to LAN Colombia
525,AR,ARG,Aerolíneas Argentinas,ARGENTINA,Argentina,
526,,ARH,Arrowhead Airways,ARROWHEAD,United States,
527,,ARI,Aero Vics,AEROVICS,Mexico,
528,,ARJ,"Aerojet de Costa Rica, S.A.",,Costa Rica,
529,,SUN,Antillana De Navegación Aérea,,Dominican Republic,
530,,SUO,Aeroservicios De San Luis,SERVICIO SANLUIS,Mexico,
531,,SUP,Aerosuper,AEROSUPER,Mexico,
532,,ARK,Aero Link Air Services S.L.,LINK SERVICE,Spain,
533,,ARL,Airlec - Air Aquitaine Transport,AIRLEC,France,
534,,ARM,Aeromarket Express,AMEX,Spain,defunct
535,,ARO,Arrow Aviation Ltd.,ARROW,Canada,defunct
536,,KLD,Air Klaipėda,AIR KLAIPEDA,Lithuania,
537,,ARQ,"Armstrong Air, Inc.",ARMSTRONG,Canada,
538,,ARS,Aeromet Servicios,METSERVICE,Chile,
539,,ART,Aerotal Aerolíneas Territoriales de Colombia Ltda.,AEROTAL,Colombia,
540,,ARV,Aravco Ltd.,ARAVCO,United Kingdom,
541,,ARW,Aria,ARIABIRD,France,
542,,OST,Airline Alania,ALANIA,Russia,
543,,HUC,Aerolíneas de Techuacán,LINEAS TEHUACAN,Mexico,
544,,HUT,Aerotransportes Huitzilin,AEROHUITZILIN,Mexico,
545,,HUY,Aero Transportes Del Humaya,AERO HUMAYA,Mexico,
546,,ARY,Argosy Airways,GOSEY,United States,
547,AS,ASA,"Alaska Airlines, Inc.",ALASKA,United States,
548,PL,ASE,Airstars,MOROZOV,Russia,defunct
549,,ASF,"Air Schefferville, Inc.",SCHEFF,Canada,
550,,ASG,African Star Airways (PTY) Ltd.,AFRICAN STAR,South Africa,
551,,ASI,"Aerosun International, Inc.",AEROSUN,United States,
552,,ASM,Awesome Flight Services (PTY) Ltd.,AWESOME,South Africa,
553,,ASO,Aero Slovakia,AERO NITRA,Slovakia,
554,,ASP,Airsprint,AIRSPRINT,Canada,
555,,ASR,"All Star Airlines, Inc.",ALL STAR,United States,
556,,AST,Aerolíneas Del Oeste,AEROESTE,Mexico,
557,,NRE,Aviones Are,AVIONES ARE,Mexico,
558,,WAP,Arrow Panama,ARROW PANAMA,Panama,
559,,ASV,Astravia-Bissau Air Transports Ltd.,ASTRAVIA,Guinea-Bissau,
560,OB,ASZ,Astrakhan Airlines,AIR ASTRAKHAN,Russia,defunct
561,,ATB,Atlantair Ltd.,STARLITE,Canada,
562,,ATD,Aerotours Dominicana,AEROTOURS,Dominican Republic,
563,,ATE,"Atlantis Transportation Services, Ltd.",ATLANTIS CANADA,Canada,
564,,ATG,Aerotrans Airline,BACHYT,Kazakhstan,
565,HC,ATI,Aero-Tropics Air Services,,Australia,defunct
566,,ATK,AeroTACA,AEROTACA,Colombia,"defunct, Aerotaxi Casanare"
567,FO,ATM,Airlines of Tasmania,AIRTAS,Australia,
568,,CPV,Air Corporate,AIRCORPORATE,Italy,
569,,ATP,ASTRAL Colombia - Aerotransportes Especiales Ltda.,ASTRAL,Colombia,
570,,FEO,Aeroferinco,FERINCO,Mexico,
571,,FES,Aero Taxis Y Servicios Alfe,AERO ALFE,Mexico,
572,,FFA,Avialesookhrana,AVIALESOOKHRANA,Russia,
573,,FFB,Africair Service,FOXTROT FOXTROT,Senegal,
574,,ATR,Atlas Airlines,ATLAS-AIR,United States,
575,,ATT,Aer Turas,AERTURAS,Ireland,defunct
576,,ATU,Atlant Aerobatics Ltd.,ATLANT HUNGARY,Hungary,
577,,ATV,Avanti Air,AVANTI AIR,Germany,
578,,ATW,Aero Trades (Western) Ltd.,AERO TRADES,Canada,"defunct, ICAO code no longer allocated"
579,OS,AUA,Austrian Airlines,AUSTRIAN,Austria,
580,IQ,AUB,Augsburg Airways,AUGSBURG-AIR,Germany,defunct
581,,TUP,Aviastar-Tu,TUPOLEVAIR,Russia,
582,RU,ABW,AirBridge Cargo,AIRBRIDGE CARGO,Russia,Former IATA: BO
583,,TUR,ATUR,,Ecuador,
584,,TXU,ATESA Aerotaxis Ecuatorianos,ATESA,Ecuador,
585,,TXX,Austin Express,COWBOY,United States,defunct
586,,AUD,"Audi Air, Inc.",AUDI AIR,United States,
587,,AUF,Augusta Air Luftfahrtunternehmen,AUGUSTA,Germany,
588,MO,AUH,Abu Dhabi Amiri Flight,SULTAN,United Arab Emirates,Presidential flight
589,,AUM,Air Atlantic Uruguay,ATLAMUR,Uruguay,
590,,AUN,Aviones Unidos,AVIONES UNIDOS,Mexico,
591,,AUP,Avia Business Group,,Russia,
592,,SVE,Aero Servicios Expecializados,AEROESPECIAL,Mexico,
593,GR,AUR,Aurigny Air Services,AYLINE,United Kingdom,
594,NO,AUS,Aus-Air,,Australia,defunct
595,AU,AUT,Austral Líneas Aéreas,AUSTRAL,Argentina,
596,,AUU,"Aurora Aviation, Inc.",AURORA AIR,United States,ICAO code no longer allocated
597,,AUY,"Aerolíneas Uruguayas, S.A.",AUSA,Uruguay,
598,AO,AUZ,Australian Airlines,AUSTRALIAN,Australia,Subsidiary merged with Qantas
599,AV,AVA,Avianca,AVIANCA,Colombia,
600,A0,MCJ,Avianca Argentina,JETMAC,Argentina,Owned by Synergy Group
601,O6,ONE,Avianca Brazil,OCEAN AIR,Brazil,Owned by Synergy Group
602,,AVB,Aviation Beauport,BEAUPAIR,United Kingdom,
603,,AVF,Aviair Aviation Ltd.,CARIBOO,Canada,
604,,AVH,AV8 Helicopters,KENT HELI,United Kingdom,
605,,AVJ,Avia Traffic Company,ATOMIC,Kyrgyzstan,
606,,AVK,AV8 Helicopters,AVIATE-COPTER,South Africa,
607,,AVM,"Aviación Ejecutiva Mexicana, S.A.",AVEMEX,Mexico,
608,,AVO,Aviation at Work,AVIATION WORK,South Africa,
609,,AVP,Avcorp Registrations,AVCORP,United Kingdom,No longer used
610,,AVP,Aviacion Corporativa de Peubla,AVIA PUEBLA,Mexico,
611,,LFP,Alfa Aerospace,ALFA-SPACE,Australia,
612,,LFR,Atlantic Airfreight Aviation,LANFREIGHT,São Tomé and Príncipe,
613,,LFT,Aerolift Company,LIFTCO,Sierra Leone,defunct
614,,AVQ,"Aviation Services, Inc.",AQUILINE,United States,
615,,AVR,"Active Aero Charter, Inc.",ACTIVE AERO,United States,
616,,AVS,Avialsa T-35,AVIALSA,Spain,
617,,AVT,Asia Avia Airlines,ASIAVIA,Indonesia,defunct
618,,AVU,Avia Sud Aérotaxi,AVIASUD,France,
619,,AVV,Airvantage Incorporated,AIRVANTAGE,United States,
620,,AVW,Aviator Airways,AVIATOR,Greece,
621,,AVX,Aviapaslauga,PASLAUGA,Lithuania,defunct
622,,XXX,ASL (Air Service Liege),,Belgium,
623,,YRG,Air Yugoslavia,YUGAIR,Serbia,defunct; operations continue under Jat Airways
624,K8,ZAK,Airlink Zambia,,Zambia,Zambia Skyways Limited
625,,ZZM,Agence Nationale des Aerodromes et de la Meteorologie,,Ivory Coast,
626,4Y,BGA,Airbus Transport International,BELUGA,France,
627,B9,BGD,Air Bangladesh,AIR BANGLA,Bangladesh,defunct
628,,BGF,Aviodetachment-28,BULGARIAN,Bulgaria,
629,,BGG,Aero BG,AERO BG,Mexico,
630,,BHC,Aerotaxis De La Bahia,BAHIA,Mexico,
631,,BIV,Aviaservice,AVIASERVICE,Georgia,
632,,SZA,Aerolíneas de El Salvador,AESA,El Salvador,defunct
633,,AVY,"Aerovaradero, S.A.",AEROVARADERO,Cuba,
634,,AWB,"Airways International, Inc.",AIRNAT,United States,
635,,AWK,Airwork,AIRWORK,New Zealand,
636,,AWL,Australian Wetleasing,AUSSIEWORLD,Australia,
637,,AWO,Awood Air Ltd.,AWOOD AIR,Canada,
638,,AWR,Arctic Wings And Rotors Ltd.,ARCTIC WINGS,Canada,
639,,ISM,Auo Airclub AIST-M,STORK,Russia,
640,,AWS,Arab Wings,ARAB WINGS,Jordan,
641,,AWV,"Airwave Transport, Inc.",AIRWAVE,Canada,
642,,AWY,"Aeroway, S.L.",AEROWEE,Spain,
643,HJ,AXF,Asian Express Airlines,FREIGHTEXPRESS,Australia,[citation needed]
644,,AXH,Aeromexhaga,AEROMEXHAGA,Mexico,
645,,AXI,"Aeron International Airlines, Inc.",AIR FREIGHTER,United States,
646,,AXK,African Express Airways,EXPRESS JET,Kenya,Former IATA code: QA; former ICAO code: AEK; former callsign: AFRICAN EXPRESS
647,AK,AXM,AirAsia,RED CAP,Malaysia,ICAO code no longer allocated
648,D7,XAX,AirAsia X,XANADU,Malaysia,
649,DJ,WAJ,AirAsia Japan,WING ASIA,Japan,
650,I5,IAD,AirAsia India,ARIYA,India,Founded 28. Mar 2013
651,,AXN,Alexandair,ALEXANDROS,Greece,defunct
652,,AXP,Aeromax,AEROMAX SPAIN,Spain,
653,,AXQ,Action Airlines (Action Air Charter),ACTION AIR,United States,
654,,BNI,Alberni Airways,ALBERNI,Canada,
655,,BNZ,Aerolíneas Bonanza,AERO BONANZA,Mexico,
656,,BOC,Aerobona,AEROBONA,Mexico,
657,,BOI,Aboitiz Air,ABAIR,Philippines,renamed to 2GO
658,,AXR,"Axel Rent, S.A.",RENTAXEL,Mexico,
659,,AXS,Altus Airlines,ALTUS,United States,
660,,AXV,Aviaxess,AXAVIA,France,
661,,AXX,Avioimpex A.D.p.o.,IMPEX,Macedonia,defunct
662,6V,AXY,Axis Airways,AXIS,France,defunct
663,,AYD,Aladia Airlines,AIRLINES ALADIA,Mexico,defunct
664,,AYK,Aykavia Aircompany,,Armenia,ICAO code no longer allocated
665,,AYM,"Airman, S.L.",AIRMAN,Spain,
666,,NPT,Atlantic Airlines,NEPTUNE,United Kingdom,
667,,GBN,Atlantic Airlines,ATLANTIC GABON,Gabon,
668,EX,BJK,Atlantic Airlines,BLACKJACK,United States,
669,,HHA,Atlantic Airlines de Honduras,ATLANTIC HONDURAS,Honduras,defunct
670,,AYN,"Atlantic Airlines, S.A.",ATLANTIC NICARAGUA,Nicaragua,
671,,AYS,Awsaj Aviation Services,,Libya,ICAO code no longer allocated
672,,AYT,Ayeet Aviation & Tourism,AYEET,Israel,
673,3G,AYZ,Atlant-Soyuz Airlines,ATLANT-SOYUZ,Russia,defunct
674,AZ,AZA,Alitalia,ALITALIA,Italy,
675,,AZB,Azamat,TUMARA,Kazakhstan,defunct
676,ZE,AZE,Arcus-Air Logistic,ARCUS AIR,Germany,
677,A2,AZI,Astra Airlines,ASTRA,Greece,
678,,AZK,Azalhelikopter,AZALHELICOPTER,Azerbaijan,
679,,AZL,Africa One,SKY AFRICA,Zambia,defunct
680,,AZM,Aerocozumel,AEROCOZUMEL,Mexico,
681,,AZP,Arizona Pacific Airways,ARIZONA PACIFIC,United States,
682,,AZS,Aviacon Zitotrans Air Company,ZITOTRANS,Russia,
683,,AZT,"Azimut, S.A.",AZIMUT,Spain,
684,,AZV,Azov Avia Airlines,AZOV AVIA,Ukraine,"defunct, Asov-Avia, Aircompany"
685,,MHC,Aero Jomacha,AERO JOMACHA,Mexico,
686,,AZY,"Arizona Airways, Inc.",ARIZAIR,United States,
687,,AZZ,Azza Transport,AZZA TRANSPORT,Sudan,
688,,NAR,Air Continental Inc,NIGHT AIR,United States,
689,,NAU,Antanik-Air,ANTANIK,Ukraine,
690,,NER,Air Newark,NEWAIR,United States,
691,,NFF,Aircraft Support and Services,,Lebanon,ICAO code no longer allocated
692,,OBA,Aerobanana,AEROBANANA,Mexico,
693,,OBK,Amako Airlines,AMAKO AIR,Nigeria,
694,R7,OCA,Aserca Airlines,AROSCA,Venezuela,
695,,NFS,Afrique CArgo Service Senegal,,Senegal,
696,,NGC,Angoservice,ANGOSERVICE,Angola,
697,,NGE,Angel Airlines,ANGEL AIR,Thailand,"defunct, ICAO code no longer allocated"
698,,NGF,Angel Flight America,ANGEL FLIGHT,United States,Renamed Air Charity Network in 2014[3]
699,,OUL,Air Atonabee,CITY EXPRESS,Canada,defunct
700,,OVA,Aero Nova,AERONOVA,Spain,
701,,XPE,Amira Air,EXPERT,Austria,
702,,XSS,Aero Express Intercontinental,INTER EXPRESS,Mexico,
703,,XTJ,Advance Aviation Services,,United States,
704,,TLR,Air Libya Tibesti,AIR LIBYA,Libya,
705,,OVC,Aerovic,,Ecuador,
706,,RVE,Airventure,AIRVENTURE,Belgium,
707,,RVI,Aero Servicios,AERO SERVICIOS,Mexico,
708,,RVL,Airvallee,AIR VALLEE,Italy,
709,,OVE,Aeromover,AEROMOVER,Mexico,
710,,OVI,Aerovías Ejecutivas,VIAS EJECUTIVAS,Mexico,
711,,PTD,Aero Servicio Pity,PITY,Mexico,
712,,PTE,Aero Copter,AERO-COP,Mexico,
713,,PLL,Air Pal,AIRPAL,Spain,Escuela De Pilots
714,,PLM,Air Pullmantur,PULLMANTUR,Spain,
715,RX,AEH,Aviaexpress,AVEX,Hungary,defunct
716,,PSG,Aviones Para Servirle,SERVIAVIONES,Mexico,
717,,SLU,Avio Sluzba,AVIO SLUZBA,Serbia,
718,,SCU,Air Scorpio,SCORPIO UNIVERS,Bulgaria,
719,,SIP,Air Spirit,AIR SPIRIT,United States,
720,,BMV,Alatau Airlines,OLIGA,Kazakhstan,
721,,GUG,Aviateca,AVIATECA,Guatemala,
722,,PXX,Aroostook Aviation,PINE STATE,United States,
723,,PYC,Aeropycsa,AEROPYCSA,Mexico,
724,,PVK,Association of Private Pilots of Kazakhstan,BORIS,Kazakhstan,ICAO code no longer allocated
725,,BAS,Aero Services,AEROSERV,Barbados,
726,,BBE,Ababeel Aviation,BABEL AIR,Sudan,
727,,BBT,Air Bashkortostan,AGYDAL,Russia,defunct
728,,MCY,Ambulance Air Africa,MERCY,South Africa,
729,MQ,EGF,American Eagle Airlines,EAGLE FLIGHT,United States,"Renamed Envoy Air, ICAO Code and Callsign withdrawn in 2014"
730,,PUE,Aeropuelche,PUELCHE,Chile,
731,,PUT,Aeroput,,Serbia,defunct
732,ZS,AZI,Azzurra Air,AZZURRA,Italy,defunct
733,FF,,Airshop,,Netherlands,
734,ML,ETC,African Transport Trading and Investment Company,TRANATTICO,Sudan,
735,,VUE,AD Aviation,FLIGHTVUE,United Kingdom,
736,,XCT,Aero Costa Taxi Aéreo,AEROCOSTAXI,Mexico,
737,,VRO,Aerovitro,AEROVITRO,Mexico,
738,,VRI,Aerotaxi Villa Rica,VILLARICA,Mexico,
739,,VEG,Aerovega,AEROVEGA,Mexico,
740,,VVG,Aerovilla,AEROVILLA,Colombia,
741,,VLR,Aerolíneas Villaverde,VILLAVERDE,Mexico,
742,,WIL,Aero Air,WILLIAMETTE,United States,
743,,VEJ,Aero Ejecutivos,VENEJECUTIV,Venezuela,
744,,WAB,Aero Industries Inc,WABASH,United States,
745,,VNG,Aero Servicios Vanguardia,VANGUARDIA,Mexico,
746,,VAD,Aero Taxi Los Valles,VALLES,Spain,
747,,VMR,Aero Vilamoura,AERO VILAMOURA,Portugal,ICAO code no longer allocated
748,,VLS,Aero Virel,VIREL,Mexico,
749,,XAA,Aeronautical Radio Inc,,United States,
750,,VUO,Aerovuelox,AEROVUELOX,Mexico,
751,,VTM,Aeronaves TSM,AERONAVES TSM,Mexico,
752,VU,VUN,Air Ivoire,AIRIVOIRE,Ivory Coast,defunct
753,BP,BOT,Air Botswana,BOTSWANA,Botswana,
754,,XPR,Air-Rep,,United States,
755,,XLL,Air Excel,TINGA-TINGA,Tanzania,
756,,VAE,Air Evans,AIR-EVANS,Spain,Ecuela de Pilotos Privados
757,,WHY,Air Sorel,AIR SOREL,Canada,
758,,WDR,Air Net Private Charter,WIND RIDER,United States,
759,,XEC,Air Executive Charter,,Germany,
760,GS,UPA,Air Foyle,FOYLE,United Kingdom,"defunct, ICAO code no longer allocated"
761,,VTY,Air Midwest (Nigeria),VICTORY,Nigeria,
762,VT,VTA,Air Tahiti,AIR TAHITI,French Polynesia,
763,3N,URG,Air Urga,URGA,Ukraine,
764,,VDR,Air Vardar,VARDAR,Macedonia,"ICAO code in use by another company, call sign no longer allocated"
765,VL,VIM,Air VIA,CRYSTAL,Bulgaria,
766,,WLR,Air Walser,AIRWALSER,Italy,
767,,URA,Aircompany Rosavia,ROSAVIA,Ukraine,
768,,XLB,Aircraft Performance Group,,United States,
769,,WLA,Airwaves Airlink,AIRLIMITED,Zambia,
770,,XFX,Airways Corporation of New Zealand,AIRCORP,New Zealand,
771,,WAY,Airways,GARONNE,France,
772,,WGS,Airwings oy,AIRWINGS,Finland,
773,,XAK,Airkenya,SUNEXPRESS,Kenya,
774,,WPK,Air-Lift Associates,WOLFPACK,United States,
775,,VAB,Airtrans Ltd,,Russia,
776,,URP,ARP 410 Airlines,AIR-ARP,Ukraine,
777,,WPR,Auckland Regional Rescue Helicopter Trust,WESTPAC RESCUE,New Zealand,
778,,URR,Aurora Airlines,AIR AURORA,Slovenia,"defunct, ICAO code no longer allocated"
779,,UST,Austro Aéreo,AUSTRO AEREO,Ecuador,
780,,WLT,Aviation Partners,WINGLET,United States,
781,,VLV,Avialift Vladivostok,VLADLIFT,Russia,
782,,VME,Aviación Comercial de América,AVIAMERICA,Mexico,
783,,VVA,Aviast Air,IALSI,Russia,defunct
784,,WLV,Aviation North,WOLVERINE,United States,
785,FK,WTA,Africa West,WEST TOGO,Togo,
786,,VNT,Avient Air Zambia,AVIENT,Zambia,
787,,VZR,Aviazur,IAZUR,France,
788,,VID,Aviaprad,AVIAPRAD,Russia,defunct
789,G2,VXG,Avirex,AVIREX-GABON,Gabon,
790,,VXX,Aviaexpress Aircompany,EXPRESSAVIA,Ukraine,
791,,XAM,AMR Services Corporation,ALLIANCE,United States,
792,,XAO,Airline Operations Services,,United States,
793,,VAZ,Airlines 400,REMONT AIR,Russia,
794,V8,VAS,ATRAN Cargo Airlines,ATRAN,Russian Federation,
795,,VAM,Ameravia,AMERAVIA,Uruguay,
796,K6,KHV,Angkor Air,AIR ANGKOR,Cambodia,
797,,VBC,AVB-2004 Ltd,AIR VICTOR,Bulgaria,
798,,XKX,ASECNA,,France,
799,,XAT,AT and T Aviation Division,,United States,
800,,VAI,Avalair,AIR AVALAIR,Serbia,
801,,VRT,Averitt Air Charter,AVERITT,United States,
802,VE,AVE,Avensa,AVENSA,Venezuela,defunct
803,V5,VLI,Avolar Aerolíneas,AEROVOLAR,Mexico,defunct
804,,VSA,Avstar Aviation,STARBIRD,South Africa,
805,,VSC,AVESCA,AVESCA,Colombia,defunct
806,,XAV,Aviaprom Enterprises,AVIAPROM,Russia,
807,,VTT,Avia Trans Air Transport,VIATRANSPORT,Sudan,
808,,VSR,Aviostart AS,AVIOSTART,Bulgaria,
809,,VTG,Aviação Transportes Aéreos e Cargas,ATACARGO,Angola,
810,,XJA,Assistance Aeroportuaire de L'Aeroport de Paris,,France,
811,,XFS,American Flight Service Systems,,United States,
812,,XME,Australian air Express,AUS-CARGO,Australia,
813,,XMG,AMS Group,,Russia,
814,,CAJ,Air Caraibes Atlantique,CAR LINE,France,
815,,CAO,Air China Cargo,AIRCHINA FREIGHT,China,
816,,CBE,Aerovías Caribe,AEROCARIBE,Mexico,
817,,CBO,Aerotaxi del Cabo,TAXI CABO,Mexico,
818,,CBS,Air Columbus,AIR COLUMBUS,Ukraine,
819,,CBV,Aereo Cabo,CABOAEREO,Mexico,
820,CA,CCA,Air China,AIR CHINA,China,
821,,CDA,Aerocardal,CARDAL,Chile,
822,Q6,CDP,Aero Condor Peru,CONDOR-PERU,Peru,
823,,CDU,Aerotrans,,Russia,
824,,CDV,Airline Skol,SKOL,Russia,
825,,CFF,Aerofan,AEROFAN,Spain,
826,,CFM,ACEF,ACEF,Portugal,"Transportes Aéreos e Cargas, code no longer allocated"
827,,CFR,Africa One,,Democratic Republic of the Congo,defunct
828,,CFV,Aero Calafia,CALAFIA,Mexico,
829,,CGB,Air Cargo Belize,CARGO BELIZE,Belize,
830,,CGV,Aero Clube Do Algarve,CLUBE ALGARVE,Portugal,
831,,CGW,Air Great Wall,CHANGCHENG,China,
832,,CHJ,Aircompany Chaika,AIR CHAIKA,Ukraine,
833,,CHR,Air Charter Services,ZAIRE CHARTER,Democratic Republic of the Congo,
834,,CHV,Air Charter Professionals,CHARTAIR,United States,
835,,CID,Asia Continental Airlines,ACID,Kazakhstan,"defunct, ICAO code no longer allocated"
836,5F,CIR,Arctic Circle Air Service,AIR ARCTIC,United States,
837,,CKL,Aviation Charter Services,CIRCLE CITY,United States,
838,,CLL,Aerovías Castillo,AEROCASTILLO,Mexico,
839,,CLP,Aero Club De Portugal,CLUB PORTUGAL,Portugal,
840,,CMF,Air Care Alliance,COMPASSION,United States,
841,,CND,Aero Continente Dominicana,CONDOMINICANA,Dominican Republic,defunct
842,,CNE,Air Toronto,CONNECTOR,Canada,
843,,CNH,Aquila Air,CHENANGO,United States,
